,Date,Symbol,Open,High,Low,Close,Volume,Close_Prediction
968,14-11-2003,WIPRO,1415.1,1432.0,1392.75,1415.05,683680,1379.8281
969,15-11-2003,WIPRO,1400.0,1434.0,1395.5,1413.7,157830,1360.9199
970,17-11-2003,WIPRO,1430.0,1454.35,1401.3,1444.65,457407,1356.3865
971,18-11-2003,WIPRO,1450.0,1460.0,1403.0,1414.3,553788,1375.7252
972,19-11-2003,WIPRO,1405.0,1435.0,1375.0,1414.4,749493,1367.743
973,20-11-2003,WIPRO,1447.0,1448.0,1395.5,1402.45,518375,1356.5566
974,21-11-2003,WIPRO,1400.0,1464.0,1392.25,1444.8,563078,1348.9503
975,24-11-2003,WIPRO,1460.0,1460.0,1423.0,1444.0,551598,1371.6401
976,25-11-2003,WIPRO,1462.0,1478.0,1440.3,1450.35,572195,1386.871
977,27-11-2003,WIPRO,1460.0,1539.0,1445.5,1515.45,1146552,1390.6589
978,28-11-2003,WIPRO,1524.0,1548.0,1506.35,1537.95,683606,1435.0773
979,01-12-2003,WIPRO,1555.0,1625.0,1555.0,1615.25,879784,1474.1278
980,02-12-2003,WIPRO,1640.6,1645.0,1546.15,1565.0,757845,1533.2386
981,03-12-2003,WIPRO,1568.0,1597.0,1541.0,1583.15,621166,1529.4058
982,04-12-2003,WIPRO,1590.0,1590.0,1545.65,1569.95,551886,1522.3687
983,05-12-2003,WIPRO,1561.3,1577.6,1502.0,1508.55,454176,1520.5509
984,08-12-2003,WIPRO,1499.0,1539.7,1485.0,1526.15,635481,1475.4144
985,09-12-2003,WIPRO,1535.0,1555.0,1527.6,1548.55,375261,1463.849
986,10-12-2003,WIPRO,1540.0,1610.0,1526.1,1591.45,610556,1485.0677
987,11-12-2003,WIPRO,1592.0,1642.5,1590.0,1635.75,703814,1521.606
988,12-12-2003,WIPRO,1642.0,1653.0,1592.6,1609.4,748123,1567.0338
989,15-12-2003,WIPRO,1625.0,1674.8,1620.0,1666.75,417893,1566.415
990,16-12-2003,WIPRO,1630.0,1703.0,1630.0,1685.75,710925,1594.3832
991,17-12-2003,WIPRO,1660.05,1675.0,1614.0,1660.65,766467,1628.8676
992,18-12-2003,WIPRO,1658.0,1699.0,1650.0,1681.85,485366,1619.3877
993,19-12-2003,WIPRO,1685.0,1714.0,1673.55,1705.75,500914,1623.9431
994,22-12-2003,WIPRO,1700.0,1709.45,1667.0,1681.15,454604,1647.9788
995,23-12-2003,WIPRO,1671.0,1700.0,1650.15,1656.5,441463,1640.6713
996,24-12-2003,WIPRO,1664.7,1745.0,1652.0,1720.5,570285,1614.876
997,26-12-2003,WIPRO,1729.0,1742.5,1705.0,1713.8,479194,1648.144
998,29-12-2003,WIPRO,1725.6,1772.7,1725.6,1753.6,568902,1668.138
999,30-12-2003,WIPRO,1770.0,1802.0,1740.55,1757.65,527505,1692.2771
1000,31-12-2003,WIPRO,1769.0,1774.8,1407.0,1736.05,426154,1710.2749
1001,01-01-2004,WIPRO,1752.0,1778.7,1747.0,1760.9,400396,1697.2913
1002,02-01-2004,WIPRO,1761.0,1778.8,1752.0,1762.3,367851,1705.7263
1003,05-01-2004,WIPRO,1775.3,1791.3,1732.15,1740.75,520442,1716.2104
1004,06-01-2004,WIPRO,1777.0,1809.0,1651.0,1692.5,1010424,1702.235
1005,07-01-2004,WIPRO,1710.0,1720.0,1665.6,1695.55,650629,1661.6111
1006,08-01-2004,WIPRO,1748.2,1749.8,1690.0,1735.75,616086,1645.2316
1007,09-01-2004,WIPRO,1780.0,1870.0,1726.0,1756.65,1081512,1673.2991
1008,12-01-2004,WIPRO,1760.0,1760.0,1717.0,1737.15,341601,1702.7511
1009,13-01-2004,WIPRO,1701.2,1760.0,1701.2,1748.3,340590,1697.6478
1010,14-01-2004,WIPRO,1755.6,1787.0,1750.0,1759.4,322458,1697.6709
1011,15-01-2004,WIPRO,1775.0,1780.0,1689.0,1704.2,323004,1709.4192
1012,16-01-2004,WIPRO,1693.0,1723.4,1656.6,1699.5,485493,1676.5726
1013,19-01-2004,WIPRO,1718.0,1748.95,1695.0,1734.65,487653,1652.3389
1014,20-01-2004,WIPRO,1767.0,1767.0,1691.0,1717.85,527869,1674.0747
1015,21-01-2004,WIPRO,1750.0,1760.0,1620.0,1656.9,933807,1676.264
1016,22-01-2004,WIPRO,1664.0,1754.7,1614.1,1639.0,1068191,1629.1058
1017,23-01-2004,WIPRO,1660.0,1730.0,1645.55,1719.95,623017,1594.0334
1018,27-01-2004,WIPRO,1750.0,1750.0,1678.2,1731.15,634917,1641.0833
1019,28-01-2004,WIPRO,1719.0,1732.0,1621.1,1648.1,599277,1679.5596
1020,29-01-2004,WIPRO,1685.0,1685.0,1540.15,1573.8,1077001,1628.3005
1021,30-01-2004,WIPRO,1595.0,1605.0,1548.0,1558.8,563340,1547.593
1022,03-02-2004,WIPRO,1525.2,1590.0,1515.0,1525.45,605322,1509.7123
1023,04-02-2004,WIPRO,1526.2,1554.0,1475.0,1517.2,721020,1482.2563
1024,05-02-2004,WIPRO,1520.05,1548.0,1480.0,1499.0,699982,1464.3627
1025,06-02-2004,WIPRO,1506.0,1562.0,1501.5,1555.7,667597,1449.4364
1026,09-02-2004,WIPRO,1569.0,1649.0,1560.25,1625.35,428763,1479.5206
1027,10-02-2004,WIPRO,1605.2,1639.7,1583.4,1598.05,497264,1546.6123
1028,11-02-2004,WIPRO,1590.0,1620.0,1590.0,1608.9,332406,1554.9847
1029,12-02-2004,WIPRO,1620.0,1627.0,1560.55,1577.35,485089,1551.8097
1030,13-02-2004,WIPRO,1580.0,1632.0,1580.0,1625.55,516983,1535.131
1031,16-02-2004,WIPRO,1601.2,1640.0,1601.2,1616.8,338130,1554.9502
1032,17-02-2004,WIPRO,1618.0,1624.7,1585.0,1608.45,348491,1567.441
1033,18-02-2004,WIPRO,1620.0,1626.0,1585.6,1590.6,290436,1558.6115
1034,19-02-2004,WIPRO,1598.0,1598.0,1498.15,1511.0,693767,1543.6827
1035,20-02-2004,WIPRO,1499.8,1529.05,1454.0,1503.9,766299,1484.7577
1036,23-02-2004,WIPRO,1508.0,1521.0,1460.15,1468.4,370544,1450.298
1037,24-02-2004,WIPRO,1462.1,1480.0,1422.3,1467.05,551345,1424.6285
1038,25-02-2004,WIPRO,1474.0,1474.0,1430.15,1442.5,448168,1410.5131
1039,26-02-2004,WIPRO,1449.0,1468.7,1404.9,1418.8,710242,1394.1815
1040,27-02-2004,WIPRO,1450.0,1470.0,1397.3,1454.55,721091,1369.8313
1041,01-03-2004,WIPRO,1480.0,1504.0,1455.2,1498.1,382186,1383.9829
1042,03-03-2004,WIPRO,1485.2,1524.9,1468.0,1508.0,434154,1425.4119
1043,04-03-2004,WIPRO,1520.0,1535.0,1500.15,1514.8,397572,1448.1295
1044,05-03-2004,WIPRO,1520.0,1523.0,1475.25,1488.75,472770,1456.2582
1045,08-03-2004,WIPRO,1490.0,1499.0,1431.0,1442.7,355056,1441.8848
1046,09-03-2004,WIPRO,1439.0,1439.0,1395.2,1429.1,511998,1402.384
1047,10-03-2004,WIPRO,1420.0,1475.0,1404.0,1461.6,639289,1376.5153
1048,11-03-2004,WIPRO,1430.0,1460.0,1412.2,1437.55,399116,1392.3533
1049,12-03-2004,WIPRO,1440.0,1485.0,1425.35,1469.8,345286,1388.9689
1050,15-03-2004,WIPRO,1494.8,1498.35,1408.0,1424.45,474505,1400.7844
1051,16-03-2004,WIPRO,1406.0,1468.0,1401.05,1458.15,389748,1383.5913
1052,17-03-2004,WIPRO,1465.0,1510.0,1435.0,1468.05,396605,1388.4012
1053,18-03-2004,WIPRO,1475.0,1475.0,1410.55,1424.65,294468,1407.3367
1054,19-03-2004,WIPRO,1440.0,1459.0,1415.0,1436.45,481533,1383.07
1055,22-03-2004,WIPRO,1425.0,1439.8,1372.0,1382.1,361874,1374.5299
1056,23-03-2004,WIPRO,1370.15,1422.4,1360.0,1401.25,411252,1344.1034
1057,24-03-2004,WIPRO,1395.0,1395.0,1360.0,1382.2,381649,1336.2333
1058,25-03-2004,WIPRO,1389.8,1417.0,1370.15,1384.55,348123,1331.1644
1059,26-03-2004,WIPRO,1395.6,1435.0,1395.6,1427.7,399253,1325.6273
1060,29-03-2004,WIPRO,1435.0,1435.0,1392.5,1411.7,206436,1354.0381
1061,30-03-2004,WIPRO,1419.0,1424.8,1368.1,1377.7,358604,1359.7941
1062,31-03-2004,WIPRO,1386.0,1394.7,1351.05,1361.2,456666,1332.1548
1063,01-04-2004,WIPRO,1358.0,1383.8,1351.2,1368.75,284237,1309.1213
1064,02-04-2004,WIPRO,1375.0,1381.95,1340.0,1349.45,398410,1307.8365
1065,05-04-2004,WIPRO,1350.0,1407.5,1327.15,1392.9,435866,1298.3741
1066,06-04-2004,WIPRO,1410.2,1441.8,1392.0,1409.3,398392,1318.8481
1067,07-04-2004,WIPRO,1412.0,1431.6,1379.0,1417.2,328052,1345.3687
1068,08-04-2004,WIPRO,1500.0,1525.0,1446.25,1463.9,745802,1356.4955
1069,12-04-2004,WIPRO,1487.0,1490.0,1441.2,1451.8,296488,1389.4014
1070,13-04-2004,WIPRO,1485.0,1617.0,1480.55,1607.1,1028040,1398.9999
1071,15-04-2004,WIPRO,1630.0,1648.0,1590.0,1599.0,805857,1495.3063
1072,16-04-2004,WIPRO,1634.0,1675.0,1616.0,1626.15,1063679,1548.707
1073,17-04-2004,WIPRO,1638.0,1639.9,1616.0,1619.25,195956,1563.5548
1074,19-04-2004,WIPRO,1600.1,1615.0,1576.1,1594.4,484012,1569.288
1075,20-04-2004,WIPRO,1609.0,1614.0,1594.0,1606.7,336300,1550.2701
1076,21-04-2004,WIPRO,1585.0,1609.0,1580.0,1597.25,387555,1548.9774
1077,22-04-2004,WIPRO,1601.0,1632.8,1593.1,1612.8,349518,1547.4023
1078,23-04-2004,WIPRO,1630.0,1630.0,1588.6,1593.5,275175,1554.079
1079,27-04-2004,WIPRO,1581.0,1597.0,1525.0,1531.25,490388,1547.2378
1080,28-04-2004,WIPRO,1530.0,1549.0,1515.2,1521.55,348677,1499.083
1081,29-04-2004,WIPRO,1522.0,1555.0,1511.2,1534.3,357526,1469.3716
1082,30-04-2004,WIPRO,1543.0,1569.75,1510.0,1545.2,405261,1474.0398
1083,03-05-2004,WIPRO,1600.0,1600.0,1529.05,1554.75,367012,1485.9453
1084,04-05-2004,WIPRO,1575.8,1603.65,1572.0,1591.4,294910,1496.2892
1085,05-05-2004,WIPRO,1579.0,1620.0,1579.0,1605.75,301921,1523.9156
1086,06-05-2004,WIPRO,1616.3,1629.95,1585.15,1591.6,280452,1547.2157
1087,07-05-2004,WIPRO,1590.0,1590.0,1542.1,1549.75,220881,1543.3207
1088,10-05-2004,WIPRO,1528.25,1560.0,1515.55,1535.05,160578,1510.4841
1089,11-05-2004,WIPRO,1506.0,1526.0,1481.0,1506.5,187091,1485.1245
1090,12-05-2004,WIPRO,1502.0,1535.8,1502.0,1528.3,218947,1460.9977
1091,13-05-2004,WIPRO,1520.0,1625.0,1470.25,1595.65,521830,1464.4794
1092,14-05-2004,WIPRO,1611.1,1623.0,1526.5,1545.6,529999,1516.712
1093,17-05-2004,WIPRO,1540.0,1550.0,1190.0,1243.05,389417,1509.2888
1094,18-05-2004,WIPRO,1235.0,1610.0,1201.0,1539.25,792112,1295.7855
1095,19-05-2004,WIPRO,1556.0,1577.6,1479.0,1521.55,394627,1372.8309
1096,20-05-2004,WIPRO,1554.0,1650.0,1465.65,1474.7,298427,1472.3735
1097,21-05-2004,WIPRO,1475.0,1525.0,1427.0,1511.65,341074,1435.2972
1098,24-05-2004,WIPRO,1531.0,1623.4,1518.0,1610.1,562031,1441.7339
1099,25-05-2004,WIPRO,1591.0,1644.0,1550.0,1619.95,672198,1519.9016
1100,26-05-2004,WIPRO,1635.0,1637.9,1575.15,1588.95,479142,1563.667
1101,27-05-2004,WIPRO,1577.0,1622.0,1542.0,1605.45,603090,1546.9426
1102,28-05-2004,WIPRO,1590.0,1602.0,1455.0,1503.65,908799,1546.0907
1103,31-05-2004,WIPRO,1490.0,1548.85,1460.0,1523.7,526370,1485.5278
1104,01-06-2004,WIPRO,1541.65,1564.7,1518.15,1526.55,370275,1460.4158
1105,02-06-2004,WIPRO,1520.0,1538.5,1501.0,1529.2,319434,1469.7957
1106,03-06-2004,WIPRO,1550.0,1552.15,1442.1,1459.75,484287,1472.5927
1107,04-06-2004,WIPRO,1465.1,1514.0,1440.3,1504.85,441662,1428.4691
1108,07-06-2004,WIPRO,1574.0,1574.0,1465.15,1485.5,347434,1431.7278
1109,08-06-2004,WIPRO,1497.5,1512.0,1481.1,1495.35,386384,1436.0573
1110,09-06-2004,WIPRO,1492.0,1510.0,1485.25,1495.0,275328,1435.206
1111,10-06-2004,WIPRO,1480.0,1529.0,1470.0,1523.55,334823,1438.6637
1112,11-06-2004,WIPRO,1530.0,1532.0,1475.0,1479.75,342552,1457.073
1113,14-06-2004,WIPRO,1499.0,1499.0,1435.0,1443.65,359022,1439.3182
1114,15-06-2004,WIPRO,1442.5,1498.8,1430.0,1487.15,359530,1399.6473
1115,16-06-2004,WIPRO,1499.0,1508.0,1472.5,1483.4,295793,1414.2579
1116,17-06-2004,WIPRO,1488.0,1509.95,1471.25,1504.1,232624,1428.0822
1117,18-06-2004,WIPRO,1515.0,1537.0,1490.25,1515.0,620873,1440.0939
1118,21-06-2004,WIPRO,1520.0,1575.0,1510.0,1568.05,683508,1454.9263
1119,22-06-2004,WIPRO,1569.95,1570.0,1543.0,1557.55,478927,1493.6133
1120,23-06-2004,WIPRO,1546.1,1582.0,1527.65,1535.6,460521,1506.727
1121,24-06-2004,WIPRO,1540.0,1597.8,1531.6,1588.1,828739,1488.4153
1122,25-06-2004,WIPRO,570.0,570.0,522.2,533.25,1178798,1514.516
1123,28-06-2004,WIPRO,537.5,564.0,537.5,556.15,1977529,880.088
1124,29-06-2004,WIPRO,556.15,559.4,535.15,541.65,1697044,545.0209
1125,30-06-2004,WIPRO,540.15,547.0,530.0,532.1,1368775,544.62445
1126,01-07-2004,WIPRO,534.0,540.0,526.1,535.75,939381,534.89044
1127,02-07-2004,WIPRO,530.5,540.0,501.0,527.7,922002,533.77826
1128,05-07-2004,WIPRO,530.0,534.45,520.1,523.25,735599,530.6636
1129,06-07-2004,WIPRO,522.7,534.7,520.1,532.15,730516,525.7288
1130,07-07-2004,WIPRO,530.0,536.0,513.2,516.15,1456674,529.0347
1131,08-07-2004,WIPRO,520.0,528.8,490.0,500.55,1616905,523.381
1132,09-07-2004,WIPRO,501.0,505.0,470.0,499.85,903675,510.02835
1133,12-07-2004,WIPRO,506.45,510.0,495.2,498.6,1015193,504.70316
1134,13-07-2004,WIPRO,508.85,510.0,492.0,496.25,1112480,503.8216
1135,14-07-2004,WIPRO,503.9,513.5,501.25,511.8,1423835,502.18585
1136,15-07-2004,WIPRO,519.75,526.65,512.25,525.15,1434693,509.64578
1137,16-07-2004,WIPRO,531.0,534.0,517.0,525.8,1173878,521.66394
1138,19-07-2004,WIPRO,526.75,532.0,521.0,528.6,1111380,526.26855
1139,20-07-2004,WIPRO,529.0,530.0,517.65,519.8,693494,527.9632
1140,21-07-2004,WIPRO,525.0,530.4,517.15,524.55,841408,524.185
1141,22-07-2004,WIPRO,525.0,533.0,518.5,524.05,1028854,523.89764
1142,23-07-2004,WIPRO,539.0,547.0,526.15,529.95,2127921,525.14813
1143,26-07-2004,WIPRO,524.7,527.0,520.05,523.75,922156,528.12146
1144,27-07-2004,WIPRO,525.6,528.7,517.1,519.6,715179,526.71246
1145,28-07-2004,WIPRO,531.2,549.0,520.3,526.75,907677,522.5319
1146,29-07-2004,WIPRO,528.7,544.9,520.5,541.45,2053168,525.00134
1147,30-07-2004,WIPRO,545.0,554.9,542.35,546.85,1728437,535.1005
1148,02-08-2004,WIPRO,548.0,549.6,533.6,540.8,1152876,542.68677
1149,03-08-2004,WIPRO,542.0,546.05,532.2,537.9,1242305,541.1902
1150,04-08-2004,WIPRO,538.0,538.0,527.0,531.55,807664,537.7069
1151,05-08-2004,WIPRO,533.0,568.65,533.0,564.7,2970777,533.3984
1152,06-08-2004,WIPRO,563.0,565.0,547.05,551.15,2135303,549.0432
1153,09-08-2004,WIPRO,548.0,560.85,538.2,557.9,1494708,552.4452
1154,10-08-2004,WIPRO,558.5,565.0,552.05,561.45,1390067,551.70306
1155,11-08-2004,WIPRO,562.0,572.8,553.0,556.85,2266859,555.7731
1156,12-08-2004,WIPRO,553.0,559.0,540.5,543.55,1742269,554.4513
1157,13-08-2004,WIPRO,544.0,546.4,531.0,534.4,1431747,545.8633
1158,16-08-2004,WIPRO,534.8,542.5,531.0,540.25,1090674,536.72284
1159,17-08-2004,WIPRO,548.0,553.8,543.05,546.2,1094736,536.91
1160,18-08-2004,WIPRO,546.0,554.8,540.1,546.25,1448794,541.9553
1161,19-08-2004,WIPRO,549.0,563.0,549.0,560.35,1647252,543.8894
1162,20-08-2004,WIPRO,562.0,568.9,557.05,564.5,1584890,551.4394
1163,23-08-2004,WIPRO,569.7,576.9,560.1,564.25,1454441,558.1953
1164,24-08-2004,WIPRO,570.0,582.7,565.2,576.95,1757444,559.3969
1165,25-08-2004,WIPRO,583.0,585.0,563.15,565.15,1411041,566.1321
1166,26-08-2004,WIPRO,560.0,576.7,560.0,574.25,1279206,563.8887
1167,27-08-2004,WIPRO,574.0,574.0,563.4,568.5,617642,564.97205
1168,30-08-2004,WIPRO,570.0,581.9,568.1,580.15,684515,564.81714
1169,31-08-2004,WIPRO,578.5,584.0,572.0,578.5,888263,569.2229
1170,01-09-2004,WIPRO,577.0,582.0,575.0,576.2,539065,572.0956
1171,02-09-2004,WIPRO,580.0,585.0,574.05,578.2,754393,570.3256
1172,03-09-2004,WIPRO,581.55,583.9,575.05,581.5,524963,570.6591
1173,06-09-2004,WIPRO,585.0,589.0,578.7,584.0,645530,573.08044
1174,07-09-2004,WIPRO,585.0,594.35,580.05,592.2,1054249,575.4926
1175,08-09-2004,WIPRO,595.0,596.9,588.5,590.05,692082,580.7211
1176,09-09-2004,WIPRO,537.0,592.5,537.0,590.05,470210,582.2146
1177,10-09-2004,WIPRO,589.15,592.85,587.3,591.25,509956,581.51886
1178,13-09-2004,WIPRO,592.0,599.5,586.65,589.4,674749,582.1664
1179,14-09-2004,WIPRO,589.8,603.0,584.3,600.9,1127306,581.55646
1180,15-09-2004,WIPRO,602.0,604.8,585.6,589.15,1271640,587.1675
1181,16-09-2004,WIPRO,589.5,592.0,581.45,590.45,644424,584.5449
1182,17-09-2004,WIPRO,592.3,596.9,590.0,592.5,685120,581.4435
1183,20-09-2004,WIPRO,590.0,592.0,578.65,580.9,1236019,582.9705
1184,21-09-2004,WIPRO,581.0,601.0,577.5,599.25,1557433,577.37726
1185,22-09-2004,WIPRO,602.0,611.8,590.35,606.15,1171587,583.5225
1186,23-09-2004,WIPRO,600.0,602.9,590.25,593.15,752924,593.2017
1187,24-09-2004,WIPRO,590.0,593.5,580.0,582.75,949436,588.40656
1188,27-09-2004,WIPRO,584.0,585.0,573.15,577.0,953371,578.58453
1189,28-09-2004,WIPRO,573.0,575.7,568.1,571.05,1067485,572.12775
1190,29-09-2004,WIPRO,575.0,586.0,570.0,584.05,977893,567.07336
1191,30-09-2004,WIPRO,589.9,600.85,585.0,596.8,1317632,572.1439
1192,01-10-2004,WIPRO,600.0,608.0,597.9,604.45,996577,583.21985
1193,04-10-2004,WIPRO,612.0,631.8,612.0,628.0,1299941,591.4866
1194,05-10-2004,WIPRO,633.0,641.5,629.2,637.15,1096228,606.7444
1195,06-10-2004,WIPRO,635.0,635.0,618.95,622.0,666931,619.4055
1196,07-10-2004,WIPRO,622.0,636.9,622.0,632.45,692404,614.135
1197,08-10-2004,WIPRO,631.0,640.95,628.0,637.9,737994,614.8857
1198,09-10-2004,WIPRO,635.3,640.0,625.25,636.7,106205,621.268
1199,11-10-2004,WIPRO,638.0,646.9,628.1,631.2,813030,622.39355
1200,12-10-2004,WIPRO,641.25,644.0,617.3,627.7,1389385,619.0012
1201,14-10-2004,WIPRO,633.0,666.2,633.0,659.85,2120098,615.2991
1202,15-10-2004,WIPRO,660.0,676.7,646.2,649.65,2089324,631.7094
1203,18-10-2004,WIPRO,655.0,656.4,636.0,637.9,1311277,636.6581
1204,19-10-2004,WIPRO,640.0,653.4,640.0,651.95,1036276,626.88947
1205,20-10-2004,WIPRO,652.0,654.9,644.0,646.8,714947,630.727
1206,21-10-2004,WIPRO,655.0,655.0,637.6,641.1,759130,632.50934
1207,25-10-2004,WIPRO,640.0,643.0,631.05,634.3,465377,627.7063
1208,26-10-2004,WIPRO,630.5,642.0,593.1,638.8,944432,622.129
1209,27-10-2004,WIPRO,645.0,728.0,640.1,641.7,692967,622.3635
1210,28-10-2004,WIPRO,647.0,665.0,647.0,658.8,1116570,625.4179
1211,29-10-2004,WIPRO,660.35,663.4,648.0,657.5,620098,635.7222
1212,01-11-2004,WIPRO,660.0,660.0,648.5,654.8,414327,640.61743
1213,02-11-2004,WIPRO,656.05,665.0,651.15,660.4,950034,638.7104
1214,03-11-2004,WIPRO,663.0,682.9,660.1,675.6,1068972,640.89594
1215,04-11-2004,WIPRO,680.0,692.0,668.1,671.8,1067148,651.0866
1216,05-11-2004,WIPRO,676.0,690.0,675.1,688.1,1195523,653.99615
1217,08-11-2004,WIPRO,687.0,694.75,684.0,687.35,1100978,661.72833
1218,09-11-2004,WIPRO,690.0,694.0,686.1,689.4,959828,666.69135
1219,10-11-2004,WIPRO,695.0,701.0,687.25,699.1,1013975,667.57654
1220,11-11-2004,WIPRO,694.05,699.8,691.0,694.65,522904,673.61835
1221,12-11-2004,WIPRO,696.0,699.0,689.0,691.85,117311,674.36163
1222,16-11-2004,WIPRO,699.0,709.9,695.0,706.85,999101,671.3417
1223,17-11-2004,WIPRO,704.0,720.0,703.0,717.75,685056,678.72144
1224,18-11-2004,WIPRO,710.0,724.0,700.0,720.7,388257,689.7428
1225,19-11-2004,WIPRO,716.0,719.95,710.0,713.0,350580,695.002
1226,22-11-2004,WIPRO,706.7,714.0,702.2,709.7,365510,691.69696
1227,23-11-2004,WIPRO,712.0,719.7,710.0,714.9,309291,687.30896
1228,24-11-2004,WIPRO,712.0,718.9,710.0,715.55,359678,689.10394
1229,25-11-2004,WIPRO,720.0,740.0,717.5,736.55,664097,691.1905
1230,29-11-2004,WIPRO,739.8,767.5,737.25,761.85,808125,703.10333
1231,30-11-2004,WIPRO,769.0,770.0,735.0,766.4,597846,724.262
1232,01-12-2004,WIPRO,766.0,766.0,750.0,755.2,949761,735.2852
1233,02-12-2004,WIPRO,760.0,769.9,750.6,756.4,766827,730.5124
1234,03-12-2004,WIPRO,758.0,759.0,739.0,749.65,737424,727.4399
1235,06-12-2004,WIPRO,751.4,757.4,740.0,742.6,637181,724.05347
1236,07-12-2004,WIPRO,738.0,760.0,738.0,757.15,734609,717.84863
1237,08-12-2004,WIPRO,754.5,754.5,736.0,739.65,850000,723.6481
1238,09-12-2004,WIPRO,746.0,747.9,733.0,738.5,736847,718.69934
1239,10-12-2004,WIPRO,742.0,751.0,737.6,747.05,735056,712.2193
1240,13-12-2004,WIPRO,748.0,754.95,742.0,750.0,405913,716.6194
1241,14-12-2004,WIPRO,755.0,758.95,752.0,754.65,514203,721.12616
1242,15-12-2004,WIPRO,756.0,774.8,756.0,763.85,925840,724.7192
1243,16-12-2004,WIPRO,765.0,771.9,761.0,769.85,405928,731.4403
1244,17-12-2004,WIPRO,765.0,769.9,755.0,756.65,483931,737.89685
1245,20-12-2004,WIPRO,750.0,770.0,750.0,767.45,466720,732.48175
1246,21-12-2004,WIPRO,768.0,774.0,763.0,771.45,357805,734.13385
1247,22-12-2004,WIPRO,773.7,774.0,745.0,755.45,872355,740.00464
1248,23-12-2004,WIPRO,763.0,763.0,746.1,748.7,438388,732.34283
1249,24-12-2004,WIPRO,752.0,760.0,745.0,757.2,658194,723.20325
1250,27-12-2004,WIPRO,754.95,759.8,748.3,750.6,389314,725.71545
1251,28-12-2004,WIPRO,750.0,757.8,748.5,751.5,378990,724.8537
1252,29-12-2004,WIPRO,757.0,761.0,750.25,754.85,499507,723.15295
1253,30-12-2004,WIPRO,752.1,758.2,742.05,747.6,449221,725.3329
1254,31-12-2004,WIPRO,750.0,753.4,738.0,748.8,511770,722.3861
1255,03-01-2005,WIPRO,755.0,757.0,745.6,754.2,429130,720.63727
1256,04-01-2005,WIPRO,755.0,760.0,725.0,749.05,428529,724.0658
1257,05-01-2005,WIPRO,744.0,744.0,701.0,707.3,1514359,722.982
1258,06-01-2005,WIPRO,707.0,715.0,685.0,689.4,1357110,697.9353
1259,07-01-2005,WIPRO,690.0,702.0,687.15,699.75,740481,674.16583
1260,10-01-2005,WIPRO,704.7,704.7,674.0,678.0,499053,673.9781
1261,11-01-2005,WIPRO,678.0,685.8,670.0,675.9,808277,665.3706
1262,12-01-2005,WIPRO,680.0,691.8,645.2,656.0,1026383,657.04443
1263,13-01-2005,WIPRO,656.0,689.0,656.0,670.8,810531,645.4066
1264,14-01-2005,WIPRO,641.0,672.7,641.0,664.6,644366,647.00055
1265,17-01-2005,WIPRO,671.0,683.8,650.0,675.15,604924,648.45667
1266,18-01-2005,WIPRO,680.0,688.9,670.0,682.1,833395,652.2207
1267,19-01-2005,WIPRO,695.0,695.0,680.55,688.15,420129,659.52313
